location,latency_ms,packet_loss_percent,status_code
Saskatoon_Core_Switch_01,66.82,1.66,200
Prince-Albert_Core_Switch_01,40.01,1.71,200
Lloydminster_Core_Switch_01,38.42,2.5,200
Saskatoon_Core_Switch_01,68.33,0.4,200
Saskatoon_Core_Switch_01,59.14,1.15,200
Lloydminster_Core_Switch_01,42.47,0.5,200
Regina_Core_Switch_01,43.49,1.65,200
Lloydminster_Core_Switch_01,23.38,1.84,200
Saskatoon_Core_Switch_01,38.39,1.62,200
Lloydminster_Core_Switch_01,43.87,0.48,200
Lloydminster_Core_Switch_01,55.64,1.0,200
Prince-Albert_Core_Switch_01,18.66,2.89,200
Prince-Albert_Core_Switch_01,15.06,1.56,200
Lloydminster_Core_Switch_01,41.11,3.0,200
Prince-Albert_Core_Switch_01,47.02,2.38,200
Regina_Core_Switch_01,67.95,1.25,200
Moose-Jaw_Core_Switch_01,31.41,0.56,200
Regina_Core_Switch_01,61.7,1.14,200
Prince-Albert_Core_Switch_01,63.37,0.36,200
Lloydminster_Core_Switch_01,64.27,2.97,200
Lloydminster_Core_Switch_01,16.19,2.81,200
Moose-Jaw_Core_Switch_01,20.01,2.36,200
Prince-Albert_Core_Switch_01,38.63,2.91,200
Prince-Albert_Core_Switch_01,56.22,0.25,200
Lloydminster_Core_Switch_01,33.15,0.67,200
Saskatoon_Core_Switch_01,43.67,0.49,200
Saskatoon_Core_Switch_01,45.23,2.67,200
Saskatoon_Core_Switch_01,56.79,1.18,200
Prince-Albert_Core_Switch_01,17.77,2.39,200
Regina_Core_Switch_01,54.53,0.55,200
Regina_Core_Switch_01,35.39,2.85,200
Prince-Albert_Core_Switch_01,34.4,2.54,200
Regina_Core_Switch_01,67.3,2.4,200
Regina_Core_Switch_01,60.9,1.4,200
Prince-Albert_Core_Switch_01,11.83,2.25,200
Saskatoon_Core_Switch_01,63.86,2.64,200
Saskatoon_Core_Switch_01,56.61,2.32,200
Lloydminster_Core_Switch_01,54.22,1.26,200
Regina_Core_Switch_01,16.07,1.12,200
Prince-Albert_Core_Switch_01,26.81,1.29,200
Moose-Jaw_Core_Switch_01,41.58,0.39,200
Prince-Albert_Core_Switch_01,39.8,2.25,200
Lloydminster_Core_Switch_01,33.96,2.77,200
Prince-Albert_Core_Switch_01,58.25,0.58,200
Prince-Albert_Core_Switch_01,46.98,1.25,200
Regina_Core_Switch_01,25.15,0.09,200
Regina_Core_Switch_01,31.69,1.13,200
Regina_Core_Switch_01,195.1,16.77,503
Regina_Core_Switch_01,67.15,2.65,200
Saskatoon_Core_Switch_01,59.3,1.88,429
Saskatoon_Core_Switch_01,69.65,1.94,200
Saskatoon_Core_Switch_01,15.93,0.81,200
Lloydminster_Core_Switch_01,29.61,1.04,200
Regina_Core_Switch_01,41.62,0.21,429
Saskatoon_Core_Switch_01,29.6,2.01,200
Prince-Albert_Core_Switch_01,14.5,0.89,200
Saskatoon_Core_Switch_01,64.07,1.72,200
Lloydminster_Core_Switch_01,13.3,2.02,200
Prince-Albert_Core_Switch_01,69.91,1.94,200
Prince-Albert_Core_Switch_01,57.19,1.74,200
Lloydminster_Core_Switch_01,62.29,1.79,200
Lloydminster_Core_Switch_01,68.72,1.48,200
Lloydminster_Core_Switch_01,56.67,2.61,200
Saskatoon_Core_Switch_01,53.11,0.58,200
Prince-Albert_Core_Switch_01,63.0,2.53,200
Lloydminster_Core_Switch_01,17.38,2.32,200
Prince-Albert_Core_Switch_01,11.81,1.6,200
Saskatoon_Core_Switch_01,57.92,1.85,200
Lloydminster_Core_Switch_01,65.34,0.65,200
Prince-Albert_Core_Switch_01,60.13,0.89,200
Moose-Jaw_Core_Switch_01,61.57,0.48,200
Prince-Albert_Core_Switch_01,50.17,1.3,200
Lloydminster_Core_Switch_01,16.02,0.75,200
Lloydminster_Core_Switch_01,28.49,0.44,200
Lloydminster_Core_Switch_01,86.08,5.19,200
Lloydminster_Core_Switch_01,54.83,0.64,200
Lloydminster_Core_Switch_01,63.32,2.64,200
Moose-Jaw_Core_Switch_01,26.64,2.62,200
Lloydminster_Core_Switch_01,49.6,2.89,200
Regina_Core_Switch_01,30.64,0.61,200
Lloydminster_Core_Switch_01,25.59,0.04,200
Prince-Albert_Core_Switch_01,42.36,2.68,200
Moose-Jaw_Core_Switch_01,46.15,0.31,200
Regina_Core_Switch_01,14.31,0.61,200
Moose-Jaw_Core_Switch_01,51.73,1.55,200
Moose-Jaw_Core_Switch_01,61.07,1.16,200
Regina_Core_Switch_01,39.35,1.06,200
Prince-Albert_Core_Switch_01,69.41,2.62,200
Regina_Core_Switch_01,16.11,1.66,200
Saskatoon_Core_Switch_01,46.63,1.88,200
Saskatoon_Core_Switch_01,62.67,1.17,200
Moose-Jaw_Core_Switch_01,55.25,1.39,200
Moose-Jaw_Core_Switch_01,55.62,0.23,200
Prince-Albert_Core_Switch_01,32.95,0.36,200
Lloydminster_Core_Switch_01,52.12,0.9,200
Lloydminster_Core_Switch_01,32.93,2.45,200
Lloydminster_Core_Switch_01,17.31,2.24,200
Lloydminster_Core_Switch_01,33.76,2.49,200
Prince-Albert_Core_Switch_01,32.45,1.94,200
Regina_Core_Switch_01,25.79,0.16,200
Saskatoon_Core_Switch_01,29.67,1.45,200
Regina_Core_Switch_01,26.09,2.33,200
Regina_Core_Switch_01,34.73,1.62,200
Saskatoon_Core_Switch_01,23.83,0.69,200
Saskatoon_Core_Switch_01,57.06,0.4,200
Prince-Albert_Core_Switch_01,33.65,2.75,200
Regina_Core_Switch_01,51.39,1.28,200
Lloydminster_Core_Switch_01,62.35,1.65,200
Regina_Core_Switch_01,48.94,2.91,200
Lloydminster_Core_Switch_01,55.17,0.99,200
Regina_Core_Switch_01,40.82,0.36,200
Moose-Jaw_Core_Switch_01,54.6,0.42,200
Moose-Jaw_Core_Switch_01,40.44,2.5,200
Regina_Core_Switch_01,18.67,1.87,200
Moose-Jaw_Core_Switch_01,66.63,2.52,200
Moose-Jaw_Core_Switch_01,24.08,1.88,200
Lloydminster_Core_Switch_01,10.82,0.27,200
Regina_Core_Switch_01,25.2,1.01,200
Saskatoon_Core_Switch_01,27.12,1.21,200
Regina_Core_Switch_01,45.43,2.46,200
Lloydminster_Core_Switch_01,26.76,1.36,200
Regina_Core_Switch_01,52.73,2.04,200
Lloydminster_Core_Switch_01,62.14,1.86,200
Saskatoon_Core_Switch_01,39.83,2.09,200
Saskatoon_Core_Switch_01,41.78,2.78,200
Moose-Jaw_Core_Switch_01,61.14,0.75,200
Saskatoon_Core_Switch_01,65.32,2.42,200
Moose-Jaw_Core_Switch_01,12.44,1.26,200
Prince-Albert_Core_Switch_01,63.23,1.95,200
Regina_Core_Switch_01,14.37,0.6,200
Moose-Jaw_Core_Switch_01,18.82,0.62,200
Saskatoon_Core_Switch_01,33.13,1.67,200
Prince-Albert_Core_Switch_01,27.37,1.49,200
Saskatoon_Core_Switch_01,25.1,1.31,200
Lloydminster_Core_Switch_01,52.12,1.58,200
Lloydminster_Core_Switch_01,44.59,2.51,200
Moose-Jaw_Core_Switch_01,22.07,0.28,200
Lloydminster_Core_Switch_01,30.81,1.26,200
Regina_Core_Switch_01,67.39,1.01,200
Prince-Albert_Core_Switch_01,69.34,0.41,200
Moose-Jaw_Core_Switch_01,14.37,2.07,429
Regina_Core_Switch_01,27.26,2.45,429
Saskatoon_Core_Switch_01,51.44,1.45,200
Moose-Jaw_Core_Switch_01,13.21,0.64,200
Saskatoon_Core_Switch_01,25.88,1.82,200
Saskatoon_Core_Switch_01,58.03,0.26,200
Saskatoon_Core_Switch_01,17.61,1.34,200
Regina_Core_Switch_01,43.56,0.14,200
Prince-Albert_Core_Switch_01,65.29,1.78,200
Moose-Jaw_Core_Switch_01,30.37,1.58,200
Prince-Albert_Core_Switch_01,32.27,2.05,200
Moose-Jaw_Core_Switch_01,69.82,0.22,200
Regina_Core_Switch_01,12.2,0.51,200
Regina_Core_Switch_01,34.62,1.54,200
Prince-Albert_Core_Switch_01,45.66,0.19,200
Saskatoon_Core_Switch_01,23.72,1.88,200
Lloydminster_Core_Switch_01,12.34,1.64,200
Lloydminster_Core_Switch_01,60.83,0.56,200
Lloydminster_Core_Switch_01,69.87,2.55,200
Regina_Core_Switch_01,47.26,2.29,200
Regina_Core_Switch_01,28.91,0.16,200
Prince-Albert_Core_Switch_01,56.27,1.32,200
Prince-Albert_Core_Switch_01,44.15,0.23,200
Lloydminster_Core_Switch_01,66.78,2.75,429
Prince-Albert_Core_Switch_01,20.68,0.64,503
Prince-Albert_Core_Switch_01,103.94,8.36,503
Saskatoon_Core_Switch_01,62.6,0.34,200
Moose-Jaw_Core_Switch_01,39.31,2.97,200
Moose-Jaw_Core_Switch_01,166.68,10.72,200
Regina_Core_Switch_01,24.61,1.4,200
Prince-Albert_Core_Switch_01,18.93,1.7,200
Saskatoon_Core_Switch_01,47.5,2.12,200
Moose-Jaw_Core_Switch_01,36.74,1.06,200
Saskatoon_Core_Switch_01,42.52,0.89,200
Saskatoon_Core_Switch_01,12.64,2.82,200
Prince-Albert_Core_Switch_01,44.53,2.33,503
Saskatoon_Core_Switch_01,53.37,1.21,429
Regina_Core_Switch_01,32.7,2.79,200
Saskatoon_Core_Switch_01,20.6,1.44,200
Lloydminster_Core_Switch_01,40.85,2.8,200
Moose-Jaw_Core_Switch_01,66.94,2.09,200
Prince-Albert_Core_Switch_01,64.78,2.19,200
Prince-Albert_Core_Switch_01,65.99,1.66,200
Saskatoon_Core_Switch_01,60.38,2.77,200
Prince-Albert_Core_Switch_01,60.25,0.36,200
Regina_Core_Switch_01,49.23,0.93,200
Moose-Jaw_Core_Switch_01,31.68,0.59,200
Lloydminster_Core_Switch_01,36.27,2.13,200
Regina_Core_Switch_01,45.0,0.47,429
Lloydminster_Core_Switch_01,54.0,2.94,200
Regina_Core_Switch_01,26.05,0.09,200
Moose-Jaw_Core_Switch_01,65.58,0.91,200
Regina_Core_Switch_01,18.99,0.13,200
Saskatoon_Core_Switch_01,57.68,1.0,200
Regina_Core_Switch_01,10.36,1.82,200
Regina_Core_Switch_01,37.23,1.37,200
Lloydminster_Core_Switch_01,63.37,1.17,200
Regina_Core_Switch_01,49.99,0.54,200
Moose-Jaw_Core_Switch_01,31.82,2.02,200
Saskatoon_Core_Switch_01,63.79,2.95,200
Lloydminster_Core_Switch_01,11.01,2.19,200
Moose-Jaw_Core_Switch_01,32.0,0.43,200
Lloydminster_Core_Switch_01,21.54,2.34,200
Moose-Jaw_Core_Switch_01,39.14,1.18,200
Saskatoon_Core_Switch_01,42.2,2.19,200
Moose-Jaw_Core_Switch_01,10.22,2.76,200
Saskatoon_Core_Switch_01,55.24,2.7,200
Moose-Jaw_Core_Switch_01,16.99,2.24,200
Moose-Jaw_Core_Switch_01,33.36,2.08,200
Moose-Jaw_Core_Switch_01,40.12,2.65,200
Prince-Albert_Core_Switch_01,47.01,2.14,200
Prince-Albert_Core_Switch_01,31.79,1.0,200
Regina_Core_Switch_01,18.4,0.88,200
Saskatoon_Core_Switch_01,33.56,1.04,200
Saskatoon_Core_Switch_01,20.51,2.93,200
Lloydminster_Core_Switch_01,30.88,2.45,200
Lloydminster_Core_Switch_01,62.23,0.09,200
Prince-Albert_Core_Switch_01,15.5,0.38,200
Moose-Jaw_Core_Switch_01,39.15,2.34,200
Saskatoon_Core_Switch_01,16.99,1.46,200
Regina_Core_Switch_01,21.25,0.49,200
Prince-Albert_Core_Switch_01,57.17,2.93,200
Moose-Jaw_Core_Switch_01,33.81,1.95,200
Moose-Jaw_Core_Switch_01,47.74,1.63,200
Moose-Jaw_Core_Switch_01,11.18,0.41,200
Regina_Core_Switch_01,41.04,0.18,200
Saskatoon_Core_Switch_01,50.81,0.93,200
Prince-Albert_Core_Switch_01,45.33,3.0,200
Moose-Jaw_Core_Switch_01,43.29,2.78,200
Lloydminster_Core_Switch_01,30.14,2.86,200
Saskatoon_Core_Switch_01,26.46,2.96,200
Lloydminster_Core_Switch_01,29.14,2.03,200
Saskatoon_Core_Switch_01,17.18,2.13,200
Prince-Albert_Core_Switch_01,24.75,1.27,200
Moose-Jaw_Core_Switch_01,33.52,1.62,200
Lloydminster_Core_Switch_01,68.02,2.09,200
Regina_Core_Switch_01,49.01,0.01,200
Prince-Albert_Core_Switch_01,59.77,2.31,200
Prince-Albert_Core_Switch_01,37.85,2.64,200
Regina_Core_Switch_01,36.56,0.67,200
Lloydminster_Core_Switch_01,66.96,2.89,200
Moose-Jaw_Core_Switch_01,18.66,0.09,200
Moose-Jaw_Core_Switch_01,281.54,15.28,200
Saskatoon_Core_Switch_01,51.99,0.99,200
Saskatoon_Core_Switch_01,12.12,0.78,200
Prince-Albert_Core_Switch_01,36.37,1.28,200
Saskatoon_Core_Switch_01,49.8,2.5,200
Regina_Core_Switch_01,27.32,2.12,429
Prince-Albert_Core_Switch_01,53.13,0.63,200
Lloydminster_Core_Switch_01,48.64,2.68,200
Regina_Core_Switch_01,29.27,1.16,200
Moose-Jaw_Core_Switch_01,44.21,2.08,200
Prince-Albert_Core_Switch_01,37.36,2.9,200
Lloydminster_Core_Switch_01,21.6,2.17,200
Regina_Core_Switch_01,24.74,0.36,200
Prince-Albert_Core_Switch_01,13.69,0.47,200
Prince-Albert_Core_Switch_01,25.03,1.83,429
Prince-Albert_Core_Switch_01,43.62,2.55,200
Moose-Jaw_Core_Switch_01,24.77,1.37,200
Lloydminster_Core_Switch_01,47.53,0.22,200
Regina_Core_Switch_01,38.59,0.82,200
Moose-Jaw_Core_Switch_01,32.01,2.21,200
Regina_Core_Switch_01,33.56,1.02,429
Moose-Jaw_Core_Switch_01,16.2,2.98,200
Prince-Albert_Core_Switch_01,59.83,2.35,200
Regina_Core_Switch_01,62.84,2.64,200
Lloydminster_Core_Switch_01,44.64,0.19,200
Lloydminster_Core_Switch_01,16.38,0.14,429
Saskatoon_Core_Switch_01,27.11,0.21,200
Regina_Core_Switch_01,52.36,0.41,200
Saskatoon_Core_Switch_01,11.66,0.3,200
Prince-Albert_Core_Switch_01,16.71,1.43,200
Prince-Albert_Core_Switch_01,62.03,2.02,200
Regina_Core_Switch_01,62.93,1.1,200
Regina_Core_Switch_01,19.7,0.47,200
Regina_Core_Switch_01,28.15,2.72,200
Regina_Core_Switch_01,19.01,1.0,200
Lloydminster_Core_Switch_01,10.64,1.61,200
Saskatoon_Core_Switch_01,43.16,0.39,200
Regina_Core_Switch_01,10.68,2.37,200
Saskatoon_Core_Switch_01,54.32,0.84,200
Regina_Core_Switch_01,51.79,1.2,429
Saskatoon_Core_Switch_01,30.35,0.81,200
Prince-Albert_Core_Switch_01,46.2,1.95,200
Prince-Albert_Core_Switch_01,16.85,1.68,200
Regina_Core_Switch_01,48.42,2.27,200
Moose-Jaw_Core_Switch_01,65.37,1.41,200
Lloydminster_Core_Switch_01,47.83,2.41,200
Prince-Albert_Core_Switch_01,44.85,1.88,200
Moose-Jaw_Core_Switch_01,50.96,2.22,200
Moose-Jaw_Core_Switch_01,44.81,2.61,200
Prince-Albert_Core_Switch_01,23.84,2.83,200
Prince-Albert_Core_Switch_01,56.15,2.14,200
Prince-Albert_Core_Switch_01,24.51,1.25,200
Regina_Core_Switch_01,17.99,2.82,200
Regina_Core_Switch_01,35.77,1.79,200
Lloydminster_Core_Switch_01,66.8,1.1,200
Saskatoon_Core_Switch_01,65.58,2.37,200
Prince-Albert_Core_Switch_01,20.57,1.47,200
Lloydminster_Core_Switch_01,13.41,2.6,200
Saskatoon_Core_Switch_01,45.61,0.85,200
Moose-Jaw_Core_Switch_01,33.06,2.34,200
Regina_Core_Switch_01,10.59,1.26,200
Moose-Jaw_Core_Switch_01,69.42,1.29,200
Lloydminster_Core_Switch_01,56.53,2.9,200
Lloydminster_Core_Switch_01,59.4,0.24,200
Moose-Jaw_Core_Switch_01,63.56,1.21,200
Lloydminster_Core_Switch_01,52.73,0.34,200
Prince-Albert_Core_Switch_01,26.74,1.27,200
Prince-Albert_Core_Switch_01,55.49,0.25,200
Lloydminster_Core_Switch_01,16.47,0.17,200
Moose-Jaw_Core_Switch_01,12.95,0.24,429
Regina_Core_Switch_01,37.58,0.5,200
Moose-Jaw_Core_Switch_01,40.02,0.51,200
Saskatoon_Core_Switch_01,10.73,0.99,200
Saskatoon_Core_Switch_01,20.47,2.77,200
Saskatoon_Core_Switch_01,50.95,1.5,200
Saskatoon_Core_Switch_01,16.91,1.86,200
Moose-Jaw_Core_Switch_01,62.59,2.4,200
Prince-Albert_Core_Switch_01,27.55,1.0,200
Saskatoon_Core_Switch_01,53.18,1.39,200
Lloydminster_Core_Switch_01,55.21,1.26,429
Regina_Core_Switch_01,47.13,0.89,200
Lloydminster_Core_Switch_01,10.43,1.76,200
Lloydminster_Core_Switch_01,42.66,2.06,200
Regina_Core_Switch_01,54.06,0.45,200
Prince-Albert_Core_Switch_01,63.5,0.58,200
Lloydminster_Core_Switch_01,14.42,0.43,200
Prince-Albert_Core_Switch_01,62.09,1.51,200
Lloydminster_Core_Switch_01,67.98,1.66,200
Moose-Jaw_Core_Switch_01,25.22,2.33,200
Prince-Albert_Core_Switch_01,37.89,2.89,200
Saskatoon_Core_Switch_01,62.78,1.93,200
Regina_Core_Switch_01,165.32,8.35,503
Lloydminster_Core_Switch_01,53.53,1.04,200
Regina_Core_Switch_01,15.83,1.64,200
Regina_Core_Switch_01,61.1,1.38,200
Prince-Albert_Core_Switch_01,298.07,15.93,503
Regina_Core_Switch_01,68.51,0.78,200
Prince-Albert_Core_Switch_01,44.09,1.67,200
Lloydminster_Core_Switch_01,12.97,2.03,200
Moose-Jaw_Core_Switch_01,26.58,1.37,200
Prince-Albert_Core_Switch_01,48.98,2.77,200
Regina_Core_Switch_01,17.28,0.2,200
Lloydminster_Core_Switch_01,52.75,2.52,429
Prince-Albert_Core_Switch_01,17.93,2.29,200
Prince-Albert_Core_Switch_01,55.87,0.08,200
Regina_Core_Switch_01,56.19,0.61,200
Moose-Jaw_Core_Switch_01,39.62,0.4,200
Prince-Albert_Core_Switch_01,68.48,1.66,200
Prince-Albert_Core_Switch_01,68.8,1.27,200
Prince-Albert_Core_Switch_01,51.72,2.96,200
Prince-Albert_Core_Switch_01,20.88,2.11,200
Prince-Albert_Core_Switch_01,44.8,1.86,200
Prince-Albert_Core_Switch_01,34.69,2.48,200
Prince-Albert_Core_Switch_01,26.13,0.76,200
Saskatoon_Core_Switch_01,18.13,0.22,200
Prince-Albert_Core_Switch_01,63.72,1.36,200
Lloydminster_Core_Switch_01,40.67,2.52,200
Prince-Albert_Core_Switch_01,42.17,0.63,200
Lloydminster_Core_Switch_01,45.6,2.71,200
Saskatoon_Core_Switch_01,30.66,1.78,200
Lloydminster_Core_Switch_01,12.09,1.09,200
Prince-Albert_Core_Switch_01,67.67,1.44,200
Moose-Jaw_Core_Switch_01,43.23,2.6,429
Saskatoon_Core_Switch_01,24.49,2.72,200
Prince-Albert_Core_Switch_01,53.54,2.75,200
Saskatoon_Core_Switch_01,43.9,1.14,200
Regina_Core_Switch_01,48.47,1.58,200
Lloydminster_Core_Switch_01,30.48,2.72,200
Saskatoon_Core_Switch_01,18.77,1.21,200
Prince-Albert_Core_Switch_01,10.5,2.06,200
Lloydminster_Core_Switch_01,45.44,2.96,200
Prince-Albert_Core_Switch_01,12.09,0.05,200
Prince-Albert_Core_Switch_01,68.34,2.03,200
Lloydminster_Core_Switch_01,38.68,0.44,429
Saskatoon_Core_Switch_01,43.25,0.8,200
Prince-Albert_Core_Switch_01,68.02,1.15,200
Prince-Albert_Core_Switch_01,42.86,1.07,200
Regina_Core_Switch_01,45.1,1.28,200
Moose-Jaw_Core_Switch_01,31.01,0.31,200
Regina_Core_Switch_01,38.19,0.67,200
Lloydminster_Core_Switch_01,39.85,2.67,200
Saskatoon_Core_Switch_01,27.44,1.88,200
Saskatoon_Core_Switch_01,55.18,1.23,200
Lloydminster_Core_Switch_01,33.27,0.59,200
Prince-Albert_Core_Switch_01,12.59,0.04,200
Prince-Albert_Core_Switch_01,44.63,1.26,200
Saskatoon_Core_Switch_01,23.04,2.16,200
Regina_Core_Switch_01,28.55,2.23,200
Moose-Jaw_Core_Switch_01,60.94,2.43,200
Lloydminster_Core_Switch_01,14.71,2.34,200
Lloydminster_Core_Switch_01,65.17,0.5,200
Regina_Core_Switch_01,47.17,2.3,200
Lloydminster_Core_Switch_01,52.08,0.9,200
Moose-Jaw_Core_Switch_01,26.57,0.5,200
Prince-Albert_Core_Switch_01,58.6,0.41,200
Lloydminster_Core_Switch_01,34.54,1.48,200
Lloydminster_Core_Switch_01,51.18,1.29,200
Prince-Albert_Core_Switch_01,40.93,0.78,200
Moose-Jaw_Core_Switch_01,35.49,1.61,200
Saskatoon_Core_Switch_01,41.6,0.66,200
Lloydminster_Core_Switch_01,30.9,0.54,200
Prince-Albert_Core_Switch_01,66.03,1.03,200
Lloydminster_Core_Switch_01,45.1,0.04,200
Moose-Jaw_Core_Switch_01,43.43,1.32,200
Saskatoon_Core_Switch_01,68.16,1.64,200
Lloydminster_Core_Switch_01,51.03,1.1,200
Regina_Core_Switch_01,27.23,1.21,200
Prince-Albert_Core_Switch_01,43.27,2.43,200
Saskatoon_Core_Switch_01,61.75,2.11,200
Regina_Core_Switch_01,18.82,0.1,429
Moose-Jaw_Core_Switch_01,60.23,2.31,200
Saskatoon_Core_Switch_01,39.07,1.75,429
Regina_Core_Switch_01,67.61,2.57,200
Saskatoon_Core_Switch_01,68.51,2.8,200
Lloydminster_Core_Switch_01,42.39,1.03,200
Prince-Albert_Core_Switch_01,58.78,1.59,200
Saskatoon_Core_Switch_01,63.58,1.33,200
Prince-Albert_Core_Switch_01,101.29,6.38,503
Prince-Albert_Core_Switch_01,39.5,1.97,200
Prince-Albert_Core_Switch_01,28.25,1.08,429
Regina_Core_Switch_01,64.55,1.07,200
Prince-Albert_Core_Switch_01,34.9,0.58,200
Regina_Core_Switch_01,50.55,0.65,429
Saskatoon_Core_Switch_01,26.94,1.7,200
Prince-Albert_Core_Switch_01,67.13,1.73,200
Prince-Albert_Core_Switch_01,49.84,0.61,200
Regina_Core_Switch_01,25.11,1.88,200
Prince-Albert_Core_Switch_01,58.77,0.11,200
Regina_Core_Switch_01,63.89,2.94,200
Moose-Jaw_Core_Switch_01,28.21,2.11,200
Prince-Albert_Core_Switch_01,54.65,1.02,200
Saskatoon_Core_Switch_01,23.03,2.62,200
Moose-Jaw_Core_Switch_01,34.68,1.37,429
Saskatoon_Core_Switch_01,19.75,2.7,200
Saskatoon_Core_Switch_01,26.6,0.61,200
Regina_Core_Switch_01,38.43,0.13,200
Regina_Core_Switch_01,23.63,2.07,200
Moose-Jaw_Core_Switch_01,23.23,0.68,200
Regina_Core_Switch_01,46.88,1.6,200
Moose-Jaw_Core_Switch_01,52.92,2.25,200
Saskatoon_Core_Switch_01,59.46,1.55,200
Regina_Core_Switch_01,23.98,2.66,200
Prince-Albert_Core_Switch_01,30.25,1.25,200
Lloydminster_Core_Switch_01,24.39,1.36,200
Saskatoon_Core_Switch_01,19.55,0.51,200
Regina_Core_Switch_01,121.15,4.33,503
Saskatoon_Core_Switch_01,56.39,1.32,200
Moose-Jaw_Core_Switch_01,29.66,2.42,200
Prince-Albert_Core_Switch_01,34.53,1.15,200
Prince-Albert_Core_Switch_01,35.42,2.01,200
Prince-Albert_Core_Switch_01,48.59,2.74,200
Moose-Jaw_Core_Switch_01,39.44,2.24,200
Moose-Jaw_Core_Switch_01,29.76,2.8,200
Prince-Albert_Core_Switch_01,60.36,1.86,200
Lloydminster_Core_Switch_01,62.92,2.89,200
Moose-Jaw_Core_Switch_01,11.56,0.31,200
Regina_Core_Switch_01,11.25,0.26,200
Prince-Albert_Core_Switch_01,45.88,1.0,200
Regina_Core_Switch_01,20.48,0.99,200
Prince-Albert_Core_Switch_01,13.81,1.13,200
Regina_Core_Switch_01,18.14,2.48,200
Regina_Core_Switch_01,26.92,2.66,200
Regina_Core_Switch_01,26.75,1.76,200
Moose-Jaw_Core_Switch_01,35.91,0.65,200
Regina_Core_Switch_01,38.2,1.11,200
Regina_Core_Switch_01,34.28,2.09,200
Prince-Albert_Core_Switch_01,28.48,1.98,200
Lloydminster_Core_Switch_01,31.96,0.55,200
Moose-Jaw_Core_Switch_01,53.85,1.57,200
Prince-Albert_Core_Switch_01,60.64,1.64,200
Lloydminster_Core_Switch_01,66.45,0.94,200
Saskatoon_Core_Switch_01,58.35,2.11,200
Prince-Albert_Core_Switch_01,49.29,2.62,200
Lloydminster_Core_Switch_01,56.94,0.79,200
Lloydminster_Core_Switch_01,29.1,2.13,200
Prince-Albert_Core_Switch_01,35.9,0.87,200
Saskatoon_Core_Switch_01,40.52,2.84,200
Saskatoon_Core_Switch_01,31.71,2.92,200
Prince-Albert_Core_Switch_01,13.52,1.02,200
Saskatoon_Core_Switch_01,28.52,2.56,200
Prince-Albert_Core_Switch_01,41.72,2.12,200
Regina_Core_Switch_01,54.48,0.34,200
Moose-Jaw_Core_Switch_01,55.83,0.69,200
Saskatoon_Core_Switch_01,57.47,2.44,200
Lloydminster_Core_Switch_01,11.92,0.3,200
Saskatoon_Core_Switch_01,26.1,2.41,200
Lloydminster_Core_Switch_01,29.14,1.15,200
Moose-Jaw_Core_Switch_01,67.44,2.91,200
Lloydminster_Core_Switch_01,39.54,0.75,200
Prince-Albert_Core_Switch_01,28.43,0.93,200
Lloydminster_Core_Switch_01,25.52,1.12,200
Regina_Core_Switch_01,21.02,2.47,429
Regina_Core_Switch_01,51.77,0.65,200
Regina_Core_Switch_01,19.05,0.8,200
Regina_Core_Switch_01,59.08,0.43,200
Moose-Jaw_Core_Switch_01,68.0,2.27,200
Saskatoon_Core_Switch_01,14.96,0.81,200
Moose-Jaw_Core_Switch_01,60.22,0.67,200
Moose-Jaw_Core_Switch_01,13.86,2.26,200
Prince-Albert_Core_Switch_01,59.54,2.08,200
Saskatoon_Core_Switch_01,27.41,0.72,200
Prince-Albert_Core_Switch_01,34.29,1.17,200
Lloydminster_Core_Switch_01,66.78,2.43,200
Moose-Jaw_Core_Switch_01,66.3,0.8,200
Saskatoon_Core_Switch_01,36.91,1.22,200
Prince-Albert_Core_Switch_01,213.66,4.41,200
Prince-Albert_Core_Switch_01,50.1,0.5,200
Moose-Jaw_Core_Switch_01,46.13,2.96,429
Lloydminster_Core_Switch_01,24.78,2.81,200
Moose-Jaw_Core_Switch_01,39.92,2.72,200
Regina_Core_Switch_01,29.01,0.32,429
Prince-Albert_Core_Switch_01,46.92,0.24,200
Saskatoon_Core_Switch_01,67.74,2.2,429
Saskatoon_Core_Switch_01,25.77,0.41,200
Lloydminster_Core_Switch_01,32.75,2.56,200
Lloydminster_Core_Switch_01,48.52,1.98,200
Regina_Core_Switch_01,25.5,0.1,200
Regina_Core_Switch_01,46.21,1.61,200
Saskatoon_Core_Switch_01,23.28,0.32,200
Regina_Core_Switch_01,22.29,1.87,200
Lloydminster_Core_Switch_01,53.86,2.91,200
Moose-Jaw_Core_Switch_01,33.3,0.05,429
Regina_Core_Switch_01,187.97,12.37,503
Saskatoon_Core_Switch_01,58.52,0.04,200
Prince-Albert_Core_Switch_01,37.08,2.18,200
Lloydminster_Core_Switch_01,51.64,0.86,200
Regina_Core_Switch_01,38.22,2.03,200
Moose-Jaw_Core_Switch_01,13.57,0.13,200
Lloydminster_Core_Switch_01,25.75,0.32,200
Moose-Jaw_Core_Switch_01,61.14,0.46,200
Lloydminster_Core_Switch_01,58.97,2.13,200
Lloydminster_Core_Switch_01,38.84,1.68,200
Lloydminster_Core_Switch_01,53.49,1.32,200
Lloydminster_Core_Switch_01,16.62,0.71,200
Regina_Core_Switch_01,67.75,2.35,200
Saskatoon_Core_Switch_01,183.44,13.49,504
